Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
TENARIS;LU2598331598;TEN;Euronext Milan;EUR;17.33;17.42;17.24;17.31;08/03/2024 17:35;CET;2692498;46676570.60;17.31;08/03/2024
TERNA;IT0003242622;TRN;Euronext Milan;EUR;7.496;7.536;7.436;7.516;08/03/2024 17:36;CET;3891640;29213017.16;7.516;08/03/2024
TESMEC;IT0004585243;TES;Euronext Milan;EUR;0.1046;0.1064;0.1032;0.1062;08/03/2024 17:35;CET;2980250;3.128.444.332;0.1062;08/03/2024
TESSELLIS;IT0005496473;TSL;Euronext Milan;EUR;0.563;0.563;0.542;0.556;08/03/2024 17:35;CET;983281;541.236.885;0.556;08/03/2024
THE ITALIAN SEA G;IT0005439085;TISG;Euronext Milan;EUR;10.62;10.74;10.28;10.28;08/03/2024 17:35;CET;120601;1275885.14;10.28;08/03/2024
TINEXTA;IT0005037210;TNXT;Euronext Milan;EUR;18.38;18.38;16.35;17.73;08/03/2024 17:35;CET;577456;9899467.52;17.73;08/03/2024
TOD'S;IT0003007728;TOD;Euronext Milan;EUR;43.00;43.04;43.00;43.00;08/03/2024 17:35;CET;101592;4368473.74;43.00;08/03/2024
TOSCANA AEROPORTI;IT0000214293;TYA;Euronext Milan;EUR;12.00;12.00;11.50;11.50;08/03/2024 16:46;CET;19;223.50;11.50;08/03/2024
TREVI FIN IND;IT0005422768;TFIN;Euronext Milan;EUR;0.354;0.3595;0.345;0.3595;08/03/2024 17:35;CET;1684554;5.921.970.545;0.3595;08/03/2024
TRIBOO;IT0005001554;TB;Euronext Milan;EUR;0.73;0.744;0.728;0.744;08/03/2024 16:23;CET;12200;8972.60;0.744;08/03/2024
TXT E-SOLUTIONS;IT0001454435;TXT;Euronext Milan;EUR;21.30;21.30;20.85;20.90;08/03/2024 17:35;CET;6369;133807.95;20.90;08/03/2024
UNICREDIT;IT0005239360;UCG;Euronext Milan;EUR;31.15;31.29;30.72;30.785;08/03/2024 17:39;CET;8532713;263.926.309.145;30.785;08/03/2024
UNIDATA;IT0005573065;UD;Euronext Milan;EUR;3.69;3.72;3.65;3.72;08/03/2024 17:17;CET;7389;27286.69;3.72;08/03/2024
UNIEURO;IT0005239881;UNIR;Euronext Milan;EUR;9.00;9.00;8.75;8.825;08/03/2024 17:35;CET;51487;455.441.125;8.825;08/03/2024
UNIPOL;IT0004810054;UNI;Euronext Milan;EUR;7.57;7.668;7.56;7.618;08/03/2024 17:35;CET;1956705;14.922.410.106;7.618;08/03/2024
UNIPOLSAI;IT0004827447;US;Euronext Milan;EUR;2.668;2.678;2.668;2.672;08/03/2024 17:35;CET;2793930;7.470.097.722;2.672;08/03/2024
VALSOIA;IT0001018362;VLS;Euronext Milan;EUR;9.62;9.70;9.60;9.60;08/03/2024 17:02;CET;1566;15093.40;9.60;08/03/2024
VIANINI;IT0003127898;VIA;Euronext Milan;EUR;0.79;0.815;0.78;0.81;08/03/2024 17:35;CET;13135;10494.85;0.81;08/03/2024
W ANTARES VISION;IT0005366551;WAV;Euronext Milan;EUR;0.02;0.02;0.02;0.02;08/03/2024 12:44;CET;70000;1400.00;0.02;08/03/2024
W KME GROUP 21-24;IT0005432668;WKME24;Euronext Milan;EUR;0.50;0.50;0.4941;0.4942;08/03/2024 14:20;CET;2925;14.567.271;0.4942;08/03/2024
W RESTART 15-24;IT0005083271;WRST24;Euronext Milan;EUR;0.0022;0.0022;0.0022;0.0022;06/03/2024 15:17;CET;20000;44.00;0.0022;08/03/2024
W TREVI 20-25;IT0005402885;WTFIN;Euronext Milan;EUR;1.60;1.60;1.60;1.60;07/03/2024 11:46;CET;30;48.00;1.60;08/03/2024
WEBUILD;IT0003865570;WBD;Euronext Milan;EUR;2.28;2.38;2.272;2.372;08/03/2024 17:35;CET;7722627;18060553.12;2.372;08/03/2024
WEBUILD RSP;IT0003865588;WBDR;Euronext Milan;EUR;7.30;7.40;7.20;7.20;08/03/2024 17:35;CET;4225;31182.30;7.20;08/03/2024
WIIT;IT0005440893;WIIT;Euronext Milan;EUR;18.64;18.74;18.54;18.62;08/03/2024 17:35;CET;9492;177029.76;18.62;08/03/2024
ZIGNAGO VETRO;IT0004171440;ZV;Euronext Milan;EUR;13.20;13.30;13.10;13.28;08/03/2024 17:36;CET;105240;1391345.96;13.28;08/03/2024
ZUCCHI;IT0005395071;ZUC;Euronext Milan;EUR;2.02;2.06;2.02;2.02;08/03/2024 14:54;CET;1345;2717.90;2.02;08/03/2024
